Breed,Sex,DOB,Intake_Date,Outcome_Date,Intake_Type,Animal_Type,Outcome_Type,Intake_Condition,Time_in_Shelter_Days,Primary_Color,Secondary_Color,Outcome_Age,Shelter_Name,Intake_Age
DOMESTIC SH,Spayed,2005-03-19,2014-03-11,2014-03-25,STRAY,CAT,transfer,HEALTHY,14,calico,blue cream,3293,Sonoma County Animal Shelter,3279
GERM SHEPHERD,Male,1900-01-01,2022-06-20,2022-07-14,STRAY,DOG,euthanize,TREATABLE/REHAB,24,black,tan,NaT,Sonoma County Animal Shelter,44730
CHIHUAHUA LH/MIX,Male,2013-04-29,2016-10-28,2016-10-29,STRAY,DOG,return to owner,HEALTHY,1,brown,none,1279,Sonoma County Animal Shelter,1278
DOMESTIC MH,Male,1900-01-01,2022-12-03,2022-12-04,STRAY,CAT,euthanize,UNKNOWN,1,brn tabby,none,NaT,Sonoma County Animal Shelter,44896
DOMESTIC SH,Unknown,2016-08-27,2016-08-27,2016-08-27,STRAY,CAT,euthanize,UNTREATABLE,0,white,none,0,Sonoma County Animal Shelter,0
DOMESTIC SH,Neutered,2015-06-13,2015-08-25,2015-08-29,STRAY,CAT,return to owner,HEALTHY,4,black,none,77,Sonoma County Animal Shelter,73
DOMESTIC LH,Female,2018-07-21,2018-09-21,2018-11-14,STRAY,CAT,euthanize,UNTREATABLE,54,black,none,116,Sonoma County Animal Shelter,62
PIT BULL/MIX,Spayed,2010-08-22,2017-11-28,2017-11-29,STRAY,DOG,return to owner,HEALTHY,1,tan,white,2656,Sonoma County Animal Shelter,2655
DOMESTIC SH,Spayed,1900-01-01,2014-09-27,2014-10-03,STRAY,CAT,return to owner,HEALTHY,6,gray tabby,white,NaT,Sonoma County Animal Shelter,41907
GOLDEN RETR,Spayed,2018-05-04,2019-04-09,2019-04-09,STRAY,DOG,return to owner,UNKNOWN,0,gold,none,340,Sonoma County Animal Shelter,340
CHIHUAHUA SH,Spayed,2013-06-12,2015-05-29,2015-06-16,STRAY,DOG,adoption,HEALTHY,18,white,tan,734,Sonoma County Animal Shelter,716
CHICKEN,Male,1900-01-01,2021-06-17,2021-07-01,STRAY,OTHER,transfer,UNKNOWN,14,black,none,NaT,Sonoma County Animal Shelter,44362
PIT BULL,Female,2013-05-08,2014-05-08,2014-06-06,TRANSFER,DOG,euthanize,TREATABLE/MANAGEABLE,29,red,white,394,Sonoma County Animal Shelter,365
DOMESTIC SH,Neutered,2021-05-01,2021-06-01,2021-06-19,STRAY,CAT,adoption,UNKNOWN,18,brn tabby,none,49,Sonoma County Animal Shelter,31
CHICKEN,Female,1900-01-01,2016-01-06,2016-01-20,STRAY,OTHER,adoption,HEALTHY,14,white,white,NaT,Sonoma County Animal Shelter,42373
POODLE MIN,Female,2004-04-28,2016-04-28,2016-05-14,STRAY,DOG,euthanize,TREATABLE/MANAGEABLE,16,black,gray,4399,Sonoma County Animal Shelter,4383
CALIFORNIAN/MIX,Neutered,2015-11-02,2016-11-02,2017-02-02,STRAY,OTHER,adoption,HEALTHY,92,lilac pt,none,458,Sonoma County Animal Shelter,366
PIT BULL/LABRADOR RETR,Neutered,2014-09-26,2015-10-01,2015-10-21,CONFISCATE,DOG,return to owner,HEALTHY,20,brown,white,390,Sonoma County Animal Shelter,370
CHIHUAHUA SH/MIX,Female,2011-08-06,2019-12-05,2019-12-18,STRAY,DOG,transfer,TREATABLE/REHAB,13,tricolor,none,3056,Sonoma County Animal Shelter,3043
GERM SHEPHERD/PIT BULL,Male,2020-03-24,2021-03-16,2021-06-10,STRAY,DOG,transfer,UNKNOWN,86,brown,black,443,Sonoma County Animal Shelter,357
AUST KELPIE/MIX,Male,2018-02-16,2021-02-16,2021-02-23,STRAY,DOG,return to owner,UNKNOWN,7,blue merle,black,1103,Sonoma County Animal Shelter,1096
DOMESTIC SH,Neutered,2017-04-13,2017-09-13,2017-09-16,OWNER SURRENDER,CAT,adoption,HEALTHY,3,black,white,156,Sonoma County Animal Shelter,153
CHIHUAHUA SH,Spayed,2016-02-27,2020-02-19,2020-03-06,STRAY,DOG,adoption,HEALTHY,16,tan,none,1469,Sonoma County Animal Shelter,1453
DOMESTIC SH,Neutered,2017-04-21,2018-02-16,2018-03-13,STRAY,CAT,adoption,HEALTHY,25,black,white,326,Sonoma County Animal Shelter,301
PIT BULL/LABRADOR RETR,Neutered,2006-05-10,2014-06-24,2014-07-08,QUARANTINE,DOG,return to owner,HEALTHY,14,gray,none,2981,Sonoma County Animal Shelter,2967
CHIHUAHUA SH,Neutered,2015-12-29,2017-06-17,2017-07-26,STRAY,DOG,adoption,HEALTHY,39,brown,none,575,Sonoma County Animal Shelter,536
CHIHUAHUA SH,Neutered,2012-07-28,2014-02-14,2014-02-20,OWNER SURRENDER,DOG,adoption,HEALTHY,6,gray,brown,572,Sonoma County Animal Shelter,566
LABRADOR RETR,Spayed,2004-10-01,2016-12-21,2016-12-21,STRAY,DOG,return to owner,HEALTHY,0,white,none,4464,Sonoma County Animal Shelter,4464
DOMESTIC SH,Spayed,2007-01-24,2020-01-24,2020-01-24,STRAY,CAT,return to owner,UNKNOWN,0,black,none,4748,Sonoma County Animal Shelter,4748
GREAT DANE,Spayed,2019-03-23,2020-01-22,2020-02-05,STRAY,DOG,adoption,HEALTHY,14,black,white,319,Sonoma County Animal Shelter,305
DOMESTIC SH,Spayed,2013-02-21,2020-02-21,2020-03-12,OWNER SURRENDER,CAT,adoption,HEALTHY,20,black,none,2576,Sonoma County Animal Shelter,2556
DOMESTIC SH,Neutered,2021-05-01,2021-06-01,2021-07-08,STRAY,CAT,transfer,UNKNOWN,37,black,none,68,Sonoma County Animal Shelter,31
PIT BULL,Spayed,2015-08-04,2015-11-09,2015-11-25,STRAY,DOG,adoption,TREATABLE/REHAB,16,br brindle,none,113,Sonoma County Animal Shelter,97
DOMESTIC SH,Spayed,1900-01-01,2018-04-28,2018-04-28,OWNER SURRENDER,CAT,euthanize,UNKNOWN,0,brn tabby,none,NaT,Sonoma County Animal Shelter,43216
PIT BULL,Spayed,1900-01-01,2017-04-07,2017-04-12,STRAY,DOG,return to owner,HEALTHY,5,gray,white,NaT,Sonoma County Animal Shelter,42830
DOMESTIC SH,Spayed,2014-05-26,2014-09-26,2014-10-02,STRAY,CAT,return to owner,TREATABLE/MANAGEABLE,6,white,brn tabby,129,Sonoma County Animal Shelter,123
CATAHOULA,Male,2019-12-13,2021-01-04,2021-01-09,STRAY,DOG,return to owner,UNKNOWN,5,black,brown,393,Sonoma County Animal Shelter,388
CAIRN TERRIER,Male,2016-04-01,2020-04-01,2020-04-27,STRAY,DOG,transfer,HEALTHY,26,brown,none,1487,Sonoma County Animal Shelter,1461
PIT BULL,Male,2016-04-09,2016-09-07,2016-09-09,STRAY,DOG,return to owner,HEALTHY,2,white,none,153,Sonoma County Animal Shelter,151
PIT BULL,Spayed,2009-02-20,2015-08-12,2015-08-20,CONFISCATE,DOG,return to owner,HEALTHY,8,brown,white,2372,Sonoma County Animal Shelter,2364
BLACK MOUTH CUR,Neutered,2014-05-02,2023-05-02,2023-05-02,STRAY,DOG,return to owner,UNKNOWN,0,br brindle,none,3287,Sonoma County Animal Shelter,3287
DOMESTIC SH,Female,2019-06-06,2019-06-28,2019-06-28,STRAY,CAT,transfer,TREATABLE/REHAB,0,black,none,22,Sonoma County Animal Shelter,22
DOMESTIC LH,Spayed,2018-03-11,2018-04-11,2018-05-23,STRAY,CAT,adoption,HEALTHY,42,black,white,73,Sonoma County Animal Shelter,31
RABBIT SH,Unknown,1900-01-01,2019-07-12,2019-07-12,STRAY,OTHER,return to owner,UNKNOWN,0,white,gray,NaT,Sonoma County Animal Shelter,43656
GREAT PYRENEES,Male,2015-01-02,2016-04-21,2016-04-21,STRAY,DOG,return to owner,HEALTHY,0,white,none,475,Sonoma County Animal Shelter,475
CATAHOULA/MIX,Spayed,2014-02-26,2015-02-25,2015-02-26,STRAY,DOG,return to owner,HEALTHY,1,brown,none,365,Sonoma County Animal Shelter,364
PIT BULL,Spayed,2021-09-23,2023-04-20,2023-04-20,STRAY,DOG,return to owner,UNKNOWN,0,tan,none,574,Sonoma County Animal Shelter,574
PUG/BEAGLE,Neutered,2013-08-15,2014-02-21,2014-02-21,STRAY,DOG,return to owner,HEALTHY,0,tan,none,190,Sonoma County Animal Shelter,190
PARSON RUSS TER/MIX,Spayed,2011-12-28,2019-09-30,2019-09-30,STRAY,DOG,return to owner,UNKNOWN,0,br brindle,none,2833,Sonoma County Animal Shelter,2833
DOMESTIC MH,Spayed,2018-04-29,2018-07-14,2018-07-31,STRAY,CAT,adoption,HEALTHY,17,calico,none,93,Sonoma County Animal Shelter,76
DOMESTIC LH,Neutered,2010-08-20,2022-08-20,2022-08-20,STRAY,CAT,return to owner,UNKNOWN,0,lynx pt,none,4383,Sonoma County Animal Shelter,4383
PIT BULL,Spayed,2015-03-08,2018-04-25,2018-05-05,ADOPTION RETURN,DOG,adoption,UNKNOWN,10,tan,white,1154,Sonoma County Animal Shelter,1144
CHIHUAHUA SH/DACHSHUND,Neutered,2014-08-24,2016-02-10,2016-02-25,STRAY,DOG,adoption,HEALTHY,15,tan,white,550,Sonoma County Animal Shelter,535
DACHSHUND/MIX,Spayed,2021-05-12,2021-09-09,2021-10-20,CONFISCATE,DOG,adoption,UNKNOWN,41,red,white,161,Sonoma County Animal Shelter,120
SIAMESE/MIX,Unknown,2014-04-24,2014-05-31,2014-06-04,STRAY,CAT,transfer,TREATABLE/REHAB,4,lilac pt,none,41,Sonoma County Animal Shelter,37
DOMESTIC SH,Spayed,2011-03-10,2014-03-04,2014-04-01,STRAY,CAT,adoption,HEALTHY,28,brn tabby,white,1118,Sonoma County Animal Shelter,1090
PIT BULL,Neutered,2009-02-06,2014-02-06,2014-03-04,STRAY,DOG,adoption,HEALTHY,26,brown,white,1852,Sonoma County Animal Shelter,1826
PIT BULL,Male,2012-07-01,2016-07-01,2016-07-14,STRAY,DOG,euthanize,TREATABLE/MANAGEABLE,13,white,none,1474,Sonoma County Animal Shelter,1461
DOMESTIC SH,Male,2017-03-29,2017-04-29,2017-04-29,STRAY,CAT,transfer,TREATABLE/REHAB,0,black,white,31,Sonoma County Animal Shelter,31
SIBERIAN HUSKY,Neutered,2021-04-30,2021-07-30,2021-09-01,STRAY,DOG,adoption,HEALTHY,33,tricolor,white,124,Sonoma County Animal Shelter,91
CHIHUAHUA SH,Male,1900-01-01,2018-10-09,2018-10-27,STRAY,DOG,transfer,UNKNOWN,18,black,none,NaT,Sonoma County Animal Shelter,43380
GERM SHEPHERD,Neutered,2008-05-15,2016-03-18,2016-04-29,STRAY,DOG,transfer,HEALTHY,42,black,tan,2906,Sonoma County Animal Shelter,2864
CHIHUAHUA SH,Female,1900-01-01,2019-10-04,2019-10-22,QUARANTINE,DOG,euthanize,UNTREATABLE,18,tan,none,NaT,Sonoma County Animal Shelter,43740
PIT BULL,Neutered,2020-11-26,2022-04-25,2022-07-02,STRAY,DOG,adoption,HEALTHY,68,br brindle,white,583,Sonoma County Animal Shelter,515
PIT BULL,Neutered,2015-01-23,2016-02-17,2016-02-17,STRAY,DOG,return to owner,HEALTHY,0,brown,none,390,Sonoma County Animal Shelter,390
BOXER/MIX,Female,2013-10-31,2015-10-14,2015-10-31,STRAY,DOG,return to owner,TREATABLE/REHAB,17,br brindle,white,730,Sonoma County Animal Shelter,713
CHIHUAHUA SH,Neutered,2014-07-02,2015-03-19,2015-03-24,STRAY,DOG,return to owner,HEALTHY,5,brown,none,265,Sonoma County Animal Shelter,260
GERM SHEPHERD,Female,1900-01-01,2015-03-22,2015-04-10,STRAY,DOG,euthanize,UNTREATABLE,19,black,tan,NaT,Sonoma County Animal Shelter,42083
DOMESTIC SH,Spayed,2018-05-17,2018-11-17,2018-12-21,STRAY,CAT,adoption,UNKNOWN,34,gray tabby,none,218,Sonoma County Animal Shelter,184
CHIHUAHUA SH/MIX,Male,2017-06-25,2017-07-25,2017-07-29,STRAY,DOG,transfer,UNKNOWN,4,brown,none,34,Sonoma County Animal Shelter,30
GERM SHEPHERD/WELSH CORGI CAR,Neutered,2016-03-24,2017-07-25,2017-08-12,STRAY,DOG,return to owner,HEALTHY,18,black,tan,506,Sonoma County Animal Shelter,488
REX,Male,2017-06-28,2018-12-28,2019-01-05,OWNER SURRENDER,OTHER,transfer,UNKNOWN,8,black,none,556,Sonoma County Animal Shelter,548
LOP-HOLLAND,Spayed,2014-10-08,2015-10-08,2015-11-18,STRAY,OTHER,transfer,HEALTHY,41,white,brown,406,Sonoma County Animal Shelter,365
GUINEA PIG,Female,2010-05-03,2014-04-26,2014-05-12,STRAY,OTHER,died,HEALTHY,16,white,tan,1470,Sonoma County Animal Shelter,1454
SIBERIAN HUSKY,Neutered,2017-05-12,2018-04-19,2018-05-24,STRAY,DOG,adoption,HEALTHY,35,white,none,377,Sonoma County Animal Shelter,342
DOMESTIC SH,Spayed,1900-01-01,2014-10-10,2014-11-06,STRAY,CAT,transfer,HEALTHY,27,tortie,none,NaT,Sonoma County Animal Shelter,41920
GOLDEN RETR,Neutered,2007-03-11,2015-06-29,2015-06-30,CONFISCATE,DOG,return to owner,HEALTHY,1,gold,none,3033,Sonoma County Animal Shelter,3032
PIT BULL/MIX,Neutered,1900-01-01,2018-08-15,2018-08-24,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,9,brown,white,NaT,Sonoma County Animal Shelter,43325
CHICKEN,Male,1900-01-01,2017-08-05,2017-08-19,STRAY,OTHER,euthanize,UNTREATABLE,14,orange,black,NaT,Sonoma County Animal Shelter,42950
DOMESTIC SH,Spayed,2018-09-20,2020-03-13,2020-08-07,STRAY,CAT,adoption,HEALTHY,147,tortie,none,687,Sonoma County Animal Shelter,540
DACHSHUND,Spayed,2006-03-02,2016-02-13,2016-03-05,CONFISCATE,DOG,adoption,TREATABLE/REHAB,21,brown,none,3656,Sonoma County Animal Shelter,3635
ALASKAN HUSKY,Female,2017-03-17,2020-03-17,2020-04-17,STRAY,DOG,euthanize,UNKNOWN,31,gray,white,1127,Sonoma County Animal Shelter,1096
LABRADOR RETR,Spayed,2010-11-24,2020-01-09,2020-01-10,CONFISCATE,DOG,return to owner,HEALTHY,1,brown,none,3334,Sonoma County Animal Shelter,3333
SIBERIAN HUSKY,Neutered,2021-09-10,2023-02-06,2100-01-01,STRAY,DOG,not available,HEALTHY,0,gray,white,NaT,Sonoma County Animal Shelter,514
YORKSHIRE TERR,Neutered,2015-12-08,2017-12-08,2017-12-23,STRAY,DOG,adoption,UNKNOWN,15,brown,black,746,Sonoma County Animal Shelter,731
ROTTWEILER,Male,2018-09-16,2021-06-01,2021-06-19,OWNER SURRENDER,DOG,euthanize,UNKNOWN,18,black,tan,1007,Sonoma County Animal Shelter,989
GERM SHEPHERD,Spayed,2018-10-16,2019-04-20,2019-04-20,STRAY,DOG,return to owner,HEALTHY,0,black,tan,186,Sonoma County Animal Shelter,186
REX,Unknown,1900-01-01,2016-11-23,2016-12-03,STRAY,OTHER,euthanize,UNTREATABLE,10,black,white,NaT,Sonoma County Animal Shelter,42695
RABBIT SH,Neutered,2014-04-09,2015-03-31,2015-04-10,STRAY,OTHER,adoption,HEALTHY,10,tan,none,366,Sonoma County Animal Shelter,356
DOMESTIC LH,Unknown,1900-01-01,2021-09-19,2021-10-14,STRAY,CAT,disposal,UNKNOWN,25,org tabby,none,NaT,Sonoma County Animal Shelter,44456
AUST CATTLE DOG,Male,1900-01-01,2015-12-09,2015-12-10,STRAY,DOG,return to owner,HEALTHY,1,black,white,NaT,Sonoma County Animal Shelter,42345
CHIHUAHUA SH,Neutered,2017-06-13,2019-01-02,2019-01-10,STRAY,DOG,transfer,UNKNOWN,8,white,black,576,Sonoma County Animal Shelter,568
SHIH TZU/MIX,Spayed,2011-11-05,2016-11-05,2016-11-05,STRAY,DOG,return to owner,HEALTHY,0,cream,none,1827,Sonoma County Animal Shelter,1827
CHIHUAHUA SH,Spayed,2013-01-31,2015-09-30,2015-10-10,STRAY,DOG,adoption,HEALTHY,10,brown,none,982,Sonoma County Animal Shelter,972
DOMESTIC SH,Neutered,2014-04-18,2014-07-02,2014-07-15,STRAY,CAT,adoption,HEALTHY,13,buff,white,88,Sonoma County Animal Shelter,75
HAMSTER,Female,2013-04-12,2014-04-12,2014-04-29,STRAY,OTHER,transfer,HEALTHY,17,brown,white,382,Sonoma County Animal Shelter,365
LABRADOR RETR/MIX,Neutered,2001-01-03,2015-01-02,2015-01-03,STRAY,DOG,return to owner,HEALTHY,1,white,black,5113,Sonoma County Animal Shelter,5112
CALIFORNIAN,Male,2019-07-26,2021-07-14,2021-08-20,STRAY,OTHER,transfer,UNKNOWN,37,seal pt,none,756,Sonoma County Animal Shelter,719
PIT BULL,Female,2021-04-29,2021-12-09,2021-12-28,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,19,black,none,243,Sonoma County Animal Shelter,224
DOMESTIC SH,Spayed,2021-07-23,2021-09-15,2021-10-15,STRAY,CAT,adoption,HEALTHY,30,chocolate,white,84,Sonoma County Animal Shelter,54
POODLE MIN,Male,2004-01-30,2023-01-29,2023-01-31,CONFISCATE,DOG,return to owner,UNKNOWN,2,gray,none,6941,Sonoma County Animal Shelter,6939
DOMESTIC SH,Spayed,2011-12-30,2015-12-30,2016-01-09,OWNER SURRENDER,CAT,adoption,HEALTHY,10,gray,white,1471,Sonoma County Animal Shelter,1461
GERM SHEPHERD,Neutered,2015-03-03,2015-11-03,2015-11-17,OWNER SURRENDER,DOG,transfer,HEALTHY,14,black,brown,259,Sonoma County Animal Shelter,245
CANARY,Unknown,1900-01-01,2023-03-28,2023-04-04,STRAY,OTHER,return to owner,UNKNOWN,7,yellow,black,NaT,Sonoma County Animal Shelter,45011
DOMESTIC MH,Neutered,2014-08-24,2014-11-08,2014-11-13,OWNER SURRENDER,CAT,adoption,HEALTHY,5,brn tabby,white,81,Sonoma County Animal Shelter,76
DOMESTIC SH,Female,1900-01-01,2016-06-22,2016-06-22,STRAY,CAT,euthanize,UNTREATABLE,0,brn tabby,none,NaT,Sonoma County Animal Shelter,42541
BEAGLE,Neutered,2003-01-25,2016-06-02,2016-06-02,STRAY,DOG,return to owner,TREATABLE/REHAB,0,tricolor,none,4877,Sonoma County Animal Shelter,4877
CHIHUAHUA SH/MIX,Neutered,2009-01-13,2017-01-03,2017-01-21,STRAY,DOG,adoption,HEALTHY,18,black,white,2930,Sonoma County Animal Shelter,2912
SIAMESE/MIX,Female,2023-04-11,2023-05-11,2023-05-11,STRAY,CAT,transfer,UNKNOWN,0,lilac pt,none,30,Sonoma County Animal Shelter,30
HORSE,Female,1900-01-01,2022-01-15,2022-01-15,STRAY,OTHER,return to owner,UNKNOWN,0,brown,black,NaT,Sonoma County Animal Shelter,44574
DOMESTIC SH,Spayed,2022-07-17,2022-12-31,2023-01-04,ADOPTION RETURN,CAT,adoption,UNKNOWN,4,blue cream,none,171,Sonoma County Animal Shelter,167
CHIHUAHUA SH,Male,2020-08-09,2021-04-05,2021-04-06,STRAY,DOG,return to owner,UNKNOWN,1,tan,none,240,Sonoma County Animal Shelter,239
PIT BULL,Neutered,2016-02-24,2018-07-07,2018-07-10,STRAY,DOG,return to owner,UNKNOWN,3,blue,none,867,Sonoma County Animal Shelter,864
DOMESTIC SH,Neutered,2016-05-26,2016-07-29,2016-09-30,STRAY,CAT,adoption,TREATABLE/REHAB,63,black,none,127,Sonoma County Animal Shelter,64
DOMESTIC SH,Neutered,2016-07-02,2016-08-02,2016-09-02,OWNER SURRENDER,CAT,adoption,TREATABLE/REHAB,31,orange,none,62,Sonoma County Animal Shelter,31
RABBIT SH,Female,1900-01-01,2019-08-27,2019-09-28,STRAY,OTHER,transfer,UNKNOWN,32,black,white,NaT,Sonoma County Animal Shelter,43702
LABRADOR RETR,Neutered,2011-05-31,2017-05-31,2017-06-01,STRAY,DOG,return to owner,HEALTHY,1,chocolate,none,2193,Sonoma County Animal Shelter,2192
DOMESTIC SH,Unknown,1900-01-01,2016-03-30,2016-04-07,OWNER SURRENDER,CAT,euthanize,UNTREATABLE,8,black,none,NaT,Sonoma County Animal Shelter,42457
CHIHUAHUA SH/MIX,Spayed,2014-06-04,2014-10-24,2014-11-07,STRAY,DOG,adoption,HEALTHY,14,black,brown,156,Sonoma County Animal Shelter,142
GERM SHEPHERD,Female,2017-07-08,2018-12-08,2018-12-08,STRAY,DOG,return to owner,UNKNOWN,0,black,tan,518,Sonoma County Animal Shelter,518
LABRADOR RETR,Female,2003-02-06,2014-02-03,2014-02-06,STRAY,DOG,return to owner,HEALTHY,3,yellow,none,4018,Sonoma County Animal Shelter,4015
PIT BULL,Neutered,2014-08-01,2014-10-31,2014-11-13,STRAY,DOG,adoption,HEALTHY,13,tan,white,104,Sonoma County Animal Shelter,91
DOMESTIC SH,Neutered,1900-01-01,2017-12-26,2017-12-26,STRAY,CAT,return to owner,TREATABLE/REHAB,0,orange,white,NaT,Sonoma County Animal Shelter,43093
DOMESTIC SH,Male,2016-06-17,2016-09-17,2016-09-29,STRAY,CAT,euthanize,TREATABLE/MANAGEABLE,12,brn tabby,none,104,Sonoma County Animal Shelter,92
CHIHUAHUA SH,Spayed,2010-11-19,2014-11-19,2014-12-20,STRAY,DOG,adoption,HEALTHY,31,white,tan,1492,Sonoma County Animal Shelter,1461
CHINESE SHARPEI,Female,2014-08-23,2018-08-10,2018-09-20,STRAY,DOG,transfer,UNKNOWN,41,black,none,1489,Sonoma County Animal Shelter,1448
QUEENSLAND HEEL/MIX,Spayed,2010-07-01,2016-07-01,2016-07-14,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,13,white,red,2205,Sonoma County Animal Shelter,2192
DOMESTIC LH,Spayed,1900-01-01,2019-05-16,2019-05-17,STRAY,CAT,euthanize,UNKNOWN,1,gray,none,NaT,Sonoma County Animal Shelter,43599
AUST CATTLE DOG/MIX,Neutered,2015-06-25,2021-06-08,2022-05-12,STRAY,DOG,transfer,UNKNOWN,338,red merle,none,2513,Sonoma County Animal Shelter,2175
DACHSHUND,Male,1900-01-01,2018-09-11,2018-09-21,STRAY,DOG,transfer,HEALTHY,10,brn merle,white,NaT,Sonoma County Animal Shelter,43352
PIT BULL/MIX,Male,1900-01-01,2019-12-09,2019-12-21,STRAY,DOG,transfer,HEALTHY,12,black,none,NaT,Sonoma County Animal Shelter,43806
LABRADOR RETR/MIX,Spayed,2009-09-19,2017-01-23,2017-01-24,STRAY,DOG,return to owner,HEALTHY,1,black,none,2684,Sonoma County Animal Shelter,2683
CHIHUAHUA SH,Female,2011-05-03,2022-04-28,2022-11-02,CONFISCATE,DOG,transfer,UNKNOWN,188,tan,none,4201,Sonoma County Animal Shelter,4013
DOMESTIC SH,Spayed,2018-08-25,2018-12-06,2018-12-21,OWNER SURRENDER,CAT,adoption,HEALTHY,15,black,white,118,Sonoma County Animal Shelter,103
DOMESTIC SH,Neutered,2013-09-14,2022-09-14,2022-09-15,OWNER SURRENDER,CAT,transfer,UNKNOWN,1,orange,white,3288,Sonoma County Animal Shelter,3287
DOMESTIC SH,Neutered,2016-03-04,2016-08-04,2016-08-11,STRAY,CAT,return to owner,TREATABLE/MANAGEABLE,7,black,none,160,Sonoma County Animal Shelter,153
CHIHUAHUA SH/MIX,Neutered,2013-03-10,2015-02-24,2015-03-21,STRAY,DOG,adoption,HEALTHY,25,black,white,741,Sonoma County Animal Shelter,716
DOMESTIC LH,Neutered,2015-09-13,2015-11-13,2015-11-21,OWNER SURRENDER,CAT,adoption,HEALTHY,8,gray,none,69,Sonoma County Animal Shelter,61
CHIHUAHUA SH,Spayed,2016-10-20,2017-06-02,2017-06-21,STRAY,DOG,adoption,HEALTHY,19,tan,none,244,Sonoma County Animal Shelter,225
LABRADOR RETR,Neutered,2009-01-08,2020-09-17,2020-09-17,STRAY,DOG,return to owner,UNKNOWN,0,yellow,none,4270,Sonoma County Animal Shelter,4270
DOMESTIC SH,Female,2022-05-11,2022-07-11,2022-08-02,STRAY,CAT,transfer,UNKNOWN,22,brn tabby,none,83,Sonoma County Animal Shelter,61
DOMESTIC LH,Neutered,2006-07-14,2016-06-28,2016-09-16,STRAY,CAT,adoption,TREATABLE/REHAB,80,black,white,3717,Sonoma County Animal Shelter,3637
RAT TERRIER,Spayed,2015-05-01,2018-06-25,2018-06-26,STRAY,DOG,return to owner,UNKNOWN,1,tricolor,none,1152,Sonoma County Animal Shelter,1151
PIT BULL/MIX,Neutered,2020-02-10,2020-11-28,2021-01-09,STRAY,DOG,adoption,HEALTHY,42,black,white,334,Sonoma County Animal Shelter,292
PIT BULL,Spayed,2012-03-24,2016-03-22,2016-03-23,STRAY,DOG,return to owner,UNKNOWN,1,br brindle,none,1460,Sonoma County Animal Shelter,1459
DOMESTIC SH,Neutered,2021-07-04,2021-09-04,2021-10-07,STRAY,CAT,transfer,HEALTHY,33,org tabby,none,95,Sonoma County Animal Shelter,62
BORDER COLLIE/MIX,Male,2023-05-01,2023-06-16,2023-06-25,STRAY,DOG,transfer,UNKNOWN,9,black,white,55,Sonoma County Animal Shelter,46
DOMESTIC MH,Spayed,2022-07-12,2022-09-13,2022-09-29,OWNER SURRENDER,CAT,adoption,HEALTHY,16,black,none,79,Sonoma County Animal Shelter,63
LOP-MINI,Male,1900-01-01,2017-07-27,2017-08-01,STRAY,OTHER,euthanize,UNTREATABLE,5,white,tan,NaT,Sonoma County Animal Shelter,42941
DOMESTIC SH,Neutered,2012-11-12,2016-04-09,2016-04-15,OWNER SURRENDER,CAT,transfer,HEALTHY,6,brn tabby,none,1250,Sonoma County Animal Shelter,1244
CHIHUAHUA SH,Neutered,2020-07-17,2022-07-11,2022-07-12,STRAY,DOG,return to owner,UNKNOWN,1,black,brown,725,Sonoma County Animal Shelter,724
DOMESTIC SH,Unknown,2022-03-06,2022-08-06,2022-08-16,STRAY,CAT,transfer,HEALTHY,10,black,none,163,Sonoma County Animal Shelter,153
CHIHUAHUA SH,Spayed,2010-12-20,2017-01-17,2017-01-17,STRAY,DOG,return to owner,HEALTHY,0,brown,none,2220,Sonoma County Animal Shelter,2220
BULL TERRIER,Neutered,2010-07-27,2013-12-31,2014-01-02,STRAY,DOG,return to owner,HEALTHY,2,white,none,1255,Sonoma County Animal Shelter,1253
GERM SHEPHERD,Neutered,2013-04-22,2016-03-23,2016-04-28,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,36,black,tan,1102,Sonoma County Animal Shelter,1066
AFFENPINSCHER/MIX,Neutered,1900-01-01,2022-11-26,2022-11-26,OWNER SURRENDER,DOG,transfer,HEALTHY,0,agouti,none,NaT,Sonoma County Animal Shelter,44889
DOMESTIC MH,Spayed,2009-08-19,2016-08-19,2016-09-13,OWNER SURRENDER,CAT,adoption,HEALTHY,25,black,white,2582,Sonoma County Animal Shelter,2557
DOMESTIC SH,Neutered,2015-03-30,2015-04-28,2015-05-28,STRAY,CAT,adoption,HEALTHY,30,org tabby,none,59,Sonoma County Animal Shelter,29
GERM SHEPHERD,Male,1900-01-01,2019-04-04,2019-04-05,CONFISCATE,DOG,return to owner,UNKNOWN,1,brown,black,NaT,Sonoma County Animal Shelter,43557
SIBERIAN HUSKY/MIX,Spayed,2021-01-18,2022-11-08,2023-02-28,STRAY,DOG,adoption,HEALTHY,112,white,gray,771,Sonoma County Animal Shelter,659
SIBERIAN HUSKY,Male,1900-01-01,2021-09-30,2021-10-01,STRAY,DOG,return to owner,UNKNOWN,1,black,white,NaT,Sonoma County Animal Shelter,44467
DOMESTIC SH,Neutered,2019-07-15,2019-08-15,2019-09-26,STRAY,CAT,adoption,TREATABLE/REHAB,42,brn tabby,white,73,Sonoma County Animal Shelter,31
