Animal_Type,DOB,Primary_Color,Secondary_Color,Sex,Intake_Date,Intake_Condition,Intake_Type,Outcome_Date,Outcome_Type,Intake_Age,Outcome_Age,Time_in_Shelter_Days,Intake_Age_Days,Breed,Shelter_Name
DOG,2022-07-06,TAN,None,Neutered,2024-01-06,NORMAL,STRAY,2024-02-01,RETURN TO OWNER,549 days,575 days,26 days,549,Unknown,Long Beach California Animal Shelter
DOG,2023-02-27,TAN,None,Neutered,2023-12-27,NORMAL,STRAY,2023-12-31,ADOPTION,303 days,307 days,4 days,303,Unknown,Long Beach California Animal Shelter
DOG,2019-02-01,BROWN,WHITE,Male,2024-02-01,NORMAL,STRAY,2024-02-04,RESCUE,1826 days,1829 days,3 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2017-08-31,GRAY,WHITE,Male,2022-08-31,NORMAL,STRAY,2022-09-09,ADOPTION,1826 days,1835 days,9 days,1826,Unknown,Long Beach California Animal Shelter
CAT,2018-06-25,TORTIE,BLACK,Spayed,2023-06-25,ILL MILD,STRAY,2023-11-03,ADOPTION,1826 days,1957 days,131 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2019-03-15,BR BRINDLE,None,Neutered,2021-03-13,NORMAL,STRAY,2021-03-20,ADOPTION,729 days,736 days,7 days,729,Unknown,Long Beach California Animal Shelter
DOG,2006-04-01,WHITE,None,Neutered,2021-06-23,NORMAL,STRAY,2021-07-16,RESCUE,5562 days,5585 days,23 days,5562,Unknown,Long Beach California Animal Shelter
DOG,2016-04-21,WHITE,None,Female,2020-04-21,INJURED  SEVERE,STRAY,2020-04-22,EUTHANASIA,1461 days,1462 days,1 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2011-11-10,BROWN,None,Female,2017-08-06,NORMAL,STRAY,2017-08-31,RESCUE,2096 days,2121 days,25 days,2096,Unknown,Long Beach California Animal Shelter
DOG,2017-10-01,TRICOLOR,None,Female,2017-12-31,NORMAL,STRAY,2018-01-06,TRANSFER,91 days,97 days,6 days,91,Unknown,Long Beach California Animal Shelter
BIRD,2018-09-10,BROWN,None,Unknown,2018-10-10,INJURED  SEVERE,WILDLIFE,2018-10-10,RESCUE,30 days,30 days,0 days,30,Unknown,Long Beach California Animal Shelter
DOG,2014-09-06,GRAY,WHITE,Female,2018-09-06,NORMAL,STRAY,2018-09-12,TRANSFER,1461 days,1467 days,6 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2015-06-23,BLUE BRIND,None,Neutered,2018-06-23,NORMAL,STRAY,2018-07-05,ADOPTION,1096 days,1108 days,12 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2012-01-07,WHITE,TAN,Female,2020-01-07,NORMAL,STRAY,2020-01-25,TRANSFER,2922 days,2940 days,18 days,2922,Unknown,Long Beach California Animal Shelter
CAT,2022-09-12,BRN TABBY,None,Male,2022-11-12,NORMAL,STRAY,2022-12-02,ADOPTION,61 days,81 days,20 days,61,Unknown,Long Beach California Animal Shelter
DOG,2020-10-06,TAN,WHITE,Male,2021-10-05,INJURED  MILD,STRAY,2021-10-20,RESCUE,364 days,379 days,15 days,364,Unknown,Long Beach California Animal Shelter
DOG,2017-03-11,BLACK,TAN,Female,2022-03-13,BEHAVIOR  MODERATE,OWNER SURRENDER,2022-03-20,ADOPTION,1828 days,1835 days,7 days,1828,Unknown,Long Beach California Animal Shelter
CAT,2024-01-17,BLACK,None,Unknown,2024-04-17,INJURED  SEVERE,STRAY,2024-04-17,EUTHANASIA,91 days,91 days,0 days,91,Unknown,Long Beach California Animal Shelter
CAT,2020-12-17,WHITE,None,Female,2021-01-17,UNDER AGE/WEIGHT,STRAY,2021-01-17,RESCUE,31 days,31 days,0 days,31,Unknown,Long Beach California Animal Shelter
CAT,2020-12-17,BRN TABBY,WHITE,Female,2021-01-17,UNDER AGE/WEIGHT,STRAY,2021-01-17,RESCUE,31 days,31 days,0 days,31,Unknown,Long Beach California Animal Shelter
DOG,2017-07-17,GRAY,None,Male,2023-07-17,AGED,STRAY,2023-07-17,RETURN TO OWNER,2191 days,2191 days,0 days,2191,Unknown,Long Beach California Animal Shelter
CAT,2022-09-06,GRAY,None,Female,2022-11-06,NORMAL,STRAY,2022-11-27,ADOPTION,61 days,82 days,21 days,61,Unknown,Long Beach California Animal Shelter
CAT,2020-07-28,BRN TABBY,None,Spayed,2020-10-14,NORMAL,STRAY,2020-11-04,ADOPTION,78 days,99 days,21 days,78,Unknown,Long Beach California Animal Shelter
CAT,2024-08-09,FLAME PT,None,Neutered,2024-09-13,UNDER AGE/WEIGHT,STRAY,2024-09-20,RESCUE,35 days,42 days,7 days,35,Unknown,Long Beach California Animal Shelter
DOG,2017-06-09,TAN,None,Spayed,2021-06-09,INJURED  MODERATE,STRAY,2021-06-23,FOSTER TO ADOPT,1461 days,1475 days,14 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2022-12-01,BLACK,BROWN,Neutered,2024-12-01,NORMAL,STRAY,2024-12-09,ADOPTION,731 days,739 days,8 days,731,Unknown,Long Beach California Animal Shelter
WILD,2017-03-31,GRAY,None,Male,2019-03-31,INJURED  SEVERE,WILDLIFE,2019-03-31,EUTHANASIA,730 days,730 days,0 days,730,Unknown,Long Beach California Animal Shelter
DOG,2016-11-21,WHITE,None,Male,2017-04-21,NORMAL,STRAY,2017-04-27,TRANSFER,151 days,157 days,6 days,151,Unknown,Long Beach California Animal Shelter
DOG,2019-05-17,WHITE,GRAY,Spayed,2023-05-15,NORMAL,STRAY,2023-10-28,RESCUE,1459 days,1625 days,166 days,1459,Unknown,Long Beach California Animal Shelter
DOG,2016-12-23,WHITE,TAN,Female,2017-04-23,NORMAL,STRAY,2017-04-29,TRANSFER,121 days,127 days,6 days,121,Unknown,Long Beach California Animal Shelter
CAT,2016-05-31,GRAY,WHITE,Female,2018-05-31,NORMAL,STRAY,2018-08-09,RESCUE,730 days,800 days,70 days,730,Unknown,Long Beach California Animal Shelter
DOG,2012-02-08,WHITE,None,Female,2017-02-07,BEHAVIOR  SEVERE,STRAY,2017-02-24,TRANSFER,1826 days,1843 days,17 days,1826,Unknown,Long Beach California Animal Shelter
CAT,2018-06-21,BRN TABBY,WHITE,Male,2019-06-21,NORMAL,STRAY,2019-06-25,TRANSFER,365 days,369 days,4 days,365,Unknown,Long Beach California Animal Shelter
CAT,2023-05-22,GRAY TABBY,None,Spayed,2023-06-01,UNDER AGE/WEIGHT,STRAY,2023-07-15,ADOPTION,10 days,54 days,44 days,10,Unknown,Long Beach California Animal Shelter
CAT,2014-01-10,GRAY TABBY,None,Neutered,2017-01-10,FERAL,STRAY,2017-01-10,RETURN TO OWNER,1096 days,1096 days,0 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2007-09-07,BLACK,WHITE,Neutered,2020-03-13,NORMAL,STRAY,2020-03-14,RETURN TO OWNER,4571 days,4572 days,1 days,4571,Unknown,Long Beach California Animal Shelter
DOG,2013-02-01,BROWN,BLACK,Spayed,2020-02-01,NORMAL,STRAY,2020-02-15,ADOPTION,2556 days,2570 days,14 days,2556,Unknown,Long Beach California Animal Shelter
CAT,2019-07-30,BLACK,WHITE,Neutered,2024-12-27,ILL SEVERE,STRAY,2024-12-27,EUTHANASIA,1977 days,1977 days,0 days,1977,Unknown,Long Beach California Animal Shelter
CAT,2018-07-16,CALICO,WHITE,Spayed,2020-07-16,NORMAL,STRAY,2020-08-04,"SHELTER, NEUTER, RETURN",731 days,750 days,19 days,731,Unknown,Long Beach California Animal Shelter
CAT,2019-12-17,BRN TABBY,WHITE,Spayed,2020-07-16,NORMAL,STRAY,2020-07-26,ADOPTION,212 days,222 days,10 days,212,Unknown,Long Beach California Animal Shelter
CAT,2020-05-03,ORG TABBY,WHITE,Unknown,2020-06-03,ILL MILD,STRAY,2020-06-03,EUTHANASIA,31 days,31 days,0 days,31,Unknown,Long Beach California Animal Shelter
CAT,2019-05-15,GRAY,WHITE,Spayed,2019-08-15,NORMAL,STRAY,2019-08-22,ADOPTION,92 days,99 days,7 days,92,Unknown,Long Beach California Animal Shelter
CAT,2014-05-15,ORANGE,WHITE,Male,2018-05-15,ILL MODERATETE,STRAY,2018-05-30,EUTHANASIA,1461 days,1476 days,15 days,1461,Unknown,Long Beach California Animal Shelter
CAT,2021-05-01,BRN TABBY,None,Spayed,2021-07-01,UNDER AGE/WEIGHT,STRAY,2021-07-30,ADOPTION,61 days,90 days,29 days,61,Unknown,Long Beach California Animal Shelter
CAT,2022-11-17,TORBI,GRAY,Spayed,2024-02-17,NORMAL,STRAY,2024-02-28,ADOPTION,457 days,468 days,11 days,457,Unknown,Long Beach California Animal Shelter
DOG,2020-09-02,UNKNOWN,None,Neutered,2021-05-03,INJURED  MODERATE,WELFARE SEIZED,2022-04-26,ADOPTION,243 days,601 days,358 days,243,Unknown,Long Beach California Animal Shelter
CAT,2023-04-18,GRAY TABBY,None,Spayed,2023-05-02,ILL MILD,STRAY,2023-07-29,ADOPTION,14 days,102 days,88 days,14,Unknown,Long Beach California Animal Shelter
CAT,2023-04-15,BLACK,None,Neutered,2023-05-02,ILL MILD,STRAY,2023-06-15,ADOPTION,17 days,61 days,44 days,17,Unknown,Long Beach California Animal Shelter
DOG,2021-07-09,UNKNOWN,None,Neutered,2021-08-24,ILL SEVERE,OWNER SURRENDER,2021-09-16,ADOPTION,46 days,69 days,23 days,46,Unknown,Long Beach California Animal Shelter
DOG,2014-06-06,WHITE,None,Female,2020-06-06,NORMAL,STRAY,2020-06-06,RETURN TO OWNER,2192 days,2192 days,0 days,2192,Unknown,Long Beach California Animal Shelter
CAT,2020-10-23,GRAY TABBY,None,Female,2020-11-24,ILL MODERATETE,WELFARE SEIZED,2020-12-06,RESCUE,32 days,44 days,12 days,32,Unknown,Long Beach California Animal Shelter
DOG,2021-03-12,WHITE,None,Neutered,2022-02-11,NORMAL,STRAY,2022-02-17,ADOPTION,336 days,342 days,6 days,336,Unknown,Long Beach California Animal Shelter
CAT,2022-06-04,BLACK,WHITE,Male,2022-08-20,ILL MODERATETE,STRAY,2022-09-17,DIED,77 days,105 days,28 days,77,Unknown,Long Beach California Animal Shelter
DOG,2022-04-01,BROWN,BLACK,Male,2022-09-01,INJURED  MODERATE,STRAY,2022-09-06,RESCUE,153 days,158 days,5 days,153,Unknown,Long Beach California Animal Shelter
DOG,2010-03-01,BLACK,BROWN,Neutered,2021-12-01,INJURED  SEVERE,STRAY,2021-12-02,DIED,4293 days,4294 days,1 days,4293,Unknown,Long Beach California Animal Shelter
CAT,2015-08-06,BRN TABBY,None,Neutered,2020-08-06,INJURED  MODERATE,STRAY,2020-08-12,RETURN TO OWNER,1827 days,1833 days,6 days,1827,Unknown,Long Beach California Animal Shelter
DOG,2013-08-18,BLACK,TAN,Neutered,2022-02-19,BEHAVIOR  MILD,OWNER SURRENDER,2022-04-22,FOSTER TO ADOPT,3107 days,3169 days,62 days,3107,Unknown,Long Beach California Animal Shelter
DOG,2021-05-04,BLACK,None,Female,2022-05-04,BEHAVIOR  MILD,OWNER SURRENDER,2022-05-24,EUTHANASIA,365 days,385 days,20 days,365,Unknown,Long Beach California Animal Shelter
RABBIT,2017-10-16,TAN,None,Neutered,2020-10-14,NORMAL,STRAY,2020-10-24,RESCUE,1094 days,1104 days,10 days,1094,Unknown,Long Beach California Animal Shelter
DOG,2010-10-21,WHITE,BROWN,Spayed,2020-07-01,ILL MILD,RETURN,2020-07-02,RESCUE,3541 days,3542 days,1 days,3541,Unknown,Long Beach California Animal Shelter
DOG,2018-04-26,RED,None,Female,2018-07-26,NORMAL,OWNER SURRENDER,2018-07-26,TRANSFER,91 days,91 days,0 days,91,Unknown,Long Beach California Animal Shelter
DOG,2017-10-06,YELLOW,None,Spayed,2022-01-15,NORMAL,WELFARE SEIZED,2022-01-26,ADOPTION,1562 days,1573 days,11 days,1562,Unknown,Long Beach California Animal Shelter
DOG,2022-06-17,RED,BROWN,Male,2023-06-17,INJURED  SEVERE,STRAY,2023-06-18,EUTHANASIA,365 days,366 days,1 days,365,Unknown,Long Beach California Animal Shelter
CAT,2023-07-11,ORANGE,WHITE,Female,2023-07-14,UNDER AGE/WEIGHT,STRAY,2023-07-21,EUTHANASIA,3 days,10 days,7 days,3,Unknown,Long Beach California Animal Shelter
DOG,2014-06-06,TRICOLOR,None,Male,2021-06-06,NORMAL,STRAY,2021-06-27,RESCUE,2557 days,2578 days,21 days,2557,Unknown,Long Beach California Animal Shelter
CAT,2024-09-14,BLACK,WHITE,Neutered,2024-12-14,NORMAL,STRAY,2024-12-21,ADOPTION,91 days,98 days,7 days,91,Unknown,Long Beach California Animal Shelter
DOG,2010-08-13,BLACK,TAN,Neutered,2017-12-28,NORMAL,OWNER SURRENDER,2017-12-29,TRANSFER,2694 days,2695 days,1 days,2694,Unknown,Long Beach California Animal Shelter
CAT,2022-08-09,CALICO,None,Spayed,2022-11-17,NORMAL,STRAY,2022-12-01,RETURN TO OWNER,100 days,114 days,14 days,100,Unknown,Long Beach California Animal Shelter
CAT,1998-03-27,BRN TABBY,None,Male,2019-11-12,AGED,STRAY,2019-11-15,RETURN TO OWNER,7900 days,7903 days,3 days,7900,Unknown,Long Beach California Animal Shelter
DOG,2021-12-11,WHITE,None,Female,2022-09-11,NORMAL,OWNER SURRENDER,2022-09-16,RETURN TO OWNER,274 days,279 days,5 days,274,Unknown,Long Beach California Animal Shelter
CAT,2019-03-23,BLACK,WHITE,Female,2019-05-23,INJURED  SEVERE,STRAY,2019-05-23,EUTHANASIA,61 days,61 days,0 days,61,Unknown,Long Beach California Animal Shelter
DOG,2021-09-15,TAN,BLACK,Unknown,2024-09-15,INJURED  MODERATE,STRAY,2024-09-16,EUTHANASIA,1096 days,1097 days,1 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2017-06-12,BROWN,None,Male,2020-06-12,INJURED  SEVERE,OWNER SURRENDER,2020-06-17,RESCUE,1096 days,1101 days,5 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2016-04-16,WHITE,TAN,Neutered,2023-04-15,ILL MODERATETE,STRAY,2023-04-16,EUTHANASIA,2555 days,2556 days,1 days,2555,Unknown,Long Beach California Animal Shelter
DOG,2017-11-09,BLACK,WHITE,Female,2020-11-09,NORMAL,WELFARE SEIZED,2020-11-11,RETURN TO OWNER,1096 days,1098 days,2 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2022-08-20,GRAY,None,Male,2024-02-20,INJURED  MODERATE,STRAY,2024-03-02,RESCUE,549 days,560 days,11 days,549,Unknown,Long Beach California Animal Shelter
DOG,2023-04-23,TAN,None,Male,2024-04-24,ILL SEVERE,OWNER SURRENDER,2024-04-28,RESCUE,367 days,371 days,4 days,367,Unknown,Long Beach California Animal Shelter
CAT,2020-09-13,ORANGE,WHITE,Neutered,2022-09-13,ILL MODERATETE,STRAY,2022-10-18,RESCUE,730 days,765 days,35 days,730,Unknown,Long Beach California Animal Shelter
CAT,2022-04-30,GRAY,None,Female,2022-05-29,INJURED  SEVERE,STRAY,2022-06-12,RESCUE,29 days,43 days,14 days,29,Unknown,Long Beach California Animal Shelter
CAT,2022-06-10,LILAC PT,None,Male,2022-08-10,ILL MILD,STRAY,2022-08-18,RESCUE,61 days,69 days,8 days,61,Unknown,Long Beach California Animal Shelter
DOG,2016-11-06,BROWN,None,Female,2017-09-03,INJURED  SEVERE,OWNER SURRENDER,2017-09-03,EUTHANASIA,301 days,301 days,0 days,301,Unknown,Long Beach California Animal Shelter
CAT,2023-05-23,WHITE,None,Unknown,2023-05-26,UNDER AGE/WEIGHT,STRAY,2023-06-09,RESCUE,3 days,17 days,14 days,3,Unknown,Long Beach California Animal Shelter
CAT,2023-05-23,BLACK,None,Unknown,2023-05-26,UNDER AGE/WEIGHT,STRAY,2023-06-09,RESCUE,3 days,17 days,14 days,3,Unknown,Long Beach California Animal Shelter
CAT,2020-04-16,BRN TABBY,None,Male,2023-04-16,INJURED  MODERATE,STRAY,2023-04-16,EUTHANASIA,1095 days,1095 days,0 days,1095,Unknown,Long Beach California Animal Shelter
CAT,2023-12-14,CALICO,WHITE,Female,2024-01-14,NORMAL,STRAY,2024-01-15,TRANSFER,31 days,32 days,1 days,31,Unknown,Long Beach California Animal Shelter
CAT,2019-01-26,BLACK,None,Female,2019-03-13,UNDER AGE/WEIGHT,STRAY,2019-03-14,TRANSFER,46 days,47 days,1 days,46,Unknown,Long Beach California Animal Shelter
CAT,2019-06-17,BLACK,None,Spayed,2019-07-17,UNDER AGE/WEIGHT,STRAY,2019-08-30,ADOPTION,30 days,74 days,44 days,30,Unknown,Long Beach California Animal Shelter
DOG,2022-12-23,BROWN,WHITE,Neutered,2024-12-23,NORMAL,WELFARE SEIZED,2024-12-30,RETURN TO OWNER,731 days,738 days,7 days,731,Unknown,Long Beach California Animal Shelter
CAT,2019-07-03,TORTIE DIL,None,Spayed,2021-07-03,NORMAL,STRAY,2022-05-04,ADOPTION,731 days,1036 days,305 days,731,Unknown,Long Beach California Animal Shelter
DOG,2020-12-12,BLACK,BROWN,Spayed,2021-12-12,NORMAL,WELFARE SEIZED,2022-03-18,ADOPTION,365 days,461 days,96 days,365,Unknown,Long Beach California Animal Shelter
CAT,2018-05-27,BRN TABBY,None,Female,2018-07-14,UNDER AGE/WEIGHT,STRAY,2018-07-18,TRANSFER,48 days,52 days,4 days,48,Unknown,Long Beach California Animal Shelter
CAT,2018-05-14,SEAL PT,None,Male,2018-07-14,NORMAL,STRAY,2018-07-26,ADOPTION,61 days,73 days,12 days,61,Unknown,Long Beach California Animal Shelter
CAT,2018-05-27,LYNX PT,None,Male,2018-07-14,UNDER AGE/WEIGHT,STRAY,2018-07-18,TRANSFER,48 days,52 days,4 days,48,Unknown,Long Beach California Animal Shelter
CAT,2014-05-31,BLACK,WHITE,Neutered,2022-03-16,INJURED  SEVERE,STRAY,2022-03-16,EUTHANASIA,2846 days,2846 days,0 days,2846,Unknown,Long Beach California Animal Shelter
CAT,2022-01-26,BLACK,WHITE,Female,2024-01-26,INJURED  MODERATE,STRAY,2024-01-27,DIED,730 days,731 days,1 days,730,Unknown,Long Beach California Animal Shelter
DOG,2012-03-17,BLACK,WHITE,Female,2017-03-17,NORMAL,STRAY,2017-03-17,TRANSFER,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
CAT,2022-03-31,TORTIE,None,Female,2022-05-31,NORMAL,STRAY,2022-06-08,ADOPTION,61 days,69 days,8 days,61,Unknown,Long Beach California Animal Shelter
CAT,2018-08-22,GRAY TABBY,WHITE,Spayed,2019-08-22,FRACTIOUS,STRAY,2019-09-19,"SHELTER, NEUTER, RETURN",365 days,393 days,28 days,365,Unknown,Long Beach California Animal Shelter
CAT,2021-10-03,BRN TABBY,None,Female,2022-03-03,INJURED  SEVERE,STRAY,2022-03-03,EUTHANASIA,151 days,151 days,0 days,151,Unknown,Long Beach California Animal Shelter
DOG,2011-02-07,BROWN,WHITE,Male,2021-02-07,ILL MODERATETE,STRAY,2021-02-12,RESCUE,3653 days,3658 days,5 days,3653,Unknown,Long Beach California Animal Shelter
DOG,2016-10-26,WHITE,BLACK,Male,2017-10-26,NORMAL,STRAY,2017-10-28,RETURN TO OWNER,365 days,367 days,2 days,365,Unknown,Long Beach California Animal Shelter
CAT,2020-08-08,BLACK,None,Male,2020-10-08,NORMAL,STRAY,2020-10-12,RESCUE,61 days,65 days,4 days,61,Unknown,Long Beach California Animal Shelter
CAT,2018-03-02,GRAY,WHITE,Spayed,2018-09-02,FRACTIOUS,STRAY,2018-09-11,"SHELTER, NEUTER, RETURN",184 days,193 days,9 days,184,Unknown,Long Beach California Animal Shelter
CAT,2019-08-18,LI LYNX PT,None,Male,2020-01-18,NORMAL,STRAY,2020-01-24,RESCUE,153 days,159 days,6 days,153,Unknown,Long Beach California Animal Shelter
CAT,2014-02-09,GRAY TABBY,WHITE,Neutered,2017-02-09,NORMAL,STRAY,2017-02-26,RETURN TO OWNER,1096 days,1113 days,17 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2023-04-18,BROWN,WHITE,Spayed,2024-03-28,NORMAL,OWNER SURRENDER,2024-07-29,RESCUE,345 days,468 days,123 days,345,Unknown,Long Beach California Animal Shelter
DOG,2013-11-08,GRAY,None,Female,2023-11-08,NORMAL,STRAY,2023-11-16,RESCUE,3652 days,3660 days,8 days,3652,Unknown,Long Beach California Animal Shelter
CAT,2022-03-29,TORTIE,None,Female,2023-03-29,INJURED  SEVERE,STRAY,2023-04-05,RESCUE,365 days,372 days,7 days,365,Unknown,Long Beach California Animal Shelter
CAT,2011-01-08,TORTIE,None,Spayed,2017-01-08,NORMAL,STRAY,2017-01-18,RETURN TO OWNER,2192 days,2202 days,10 days,2192,Unknown,Long Beach California Animal Shelter
DOG,2013-07-18,GRAY,WHITE,Spayed,2018-07-18,NORMAL,STRAY,2018-07-18,RETURN TO OWNER,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
BIRD,2017-01-20,WHITE,None,Unknown,2020-01-20,INJURED  MODERATE,WILDLIFE,2020-01-21,RESCUE,1095 days,1096 days,1 days,1095,Unknown,Long Beach California Animal Shelter
BIRD,2021-08-22,WHITE,None,Unknown,2022-08-22,INJURED  SEVERE,WILDLIFE,2022-08-22,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2016-12-15,GRAY,WHITE,Neutered,2021-12-15,INJURED  SEVERE,STRAY,2021-12-15,EUTHANASIA,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
CAT,2016-07-20,CALICO,GRAY TABBY,Spayed,2017-07-20,FERAL,STRAY,2017-07-26,"SHELTER, NEUTER, RETURN",365 days,371 days,6 days,365,Unknown,Long Beach California Animal Shelter
CAT,2018-10-29,GRAY TABBY,None,Spayed,2019-03-29,FRACTIOUS,STRAY,2019-04-18,"SHELTER, NEUTER, RETURN",151 days,171 days,20 days,151,Unknown,Long Beach California Animal Shelter
CAT,2018-08-22,BLACK,WHITE,Neutered,2019-08-22,NORMAL,STRAY,2019-09-19,"SHELTER, NEUTER, RETURN",365 days,393 days,28 days,365,Unknown,Long Beach California Animal Shelter
DOG,2010-08-26,BROWN,WHITE,Spayed,2017-08-25,NORMAL,STRAY,2017-08-26,RETURN TO OWNER,2556 days,2557 days,1 days,2556,Unknown,Long Beach California Animal Shelter
DOG,2016-05-05,WHITE,None,Spayed,2018-09-23,NORMAL,OWNER SURRENDER,2018-10-18,RESCUE,871 days,896 days,25 days,871,Unknown,Long Beach California Animal Shelter
CAT,2020-09-29,BLACK,WHITE,Male,2020-12-26,NORMAL,STRAY,2020-12-29,RESCUE,88 days,91 days,3 days,88,Unknown,Long Beach California Animal Shelter
CAT,2019-07-30,BLACK,WHITE,Neutered,2020-07-30,NORMAL,STRAY,2020-08-04,"SHELTER, NEUTER, RETURN",366 days,371 days,5 days,366,Unknown,Long Beach California Animal Shelter
DOG,2013-01-31,BLACK,BROWN,Male,2019-01-31,NORMAL,STRAY,2019-02-25,EUTHANASIA,2191 days,2216 days,25 days,2191,Unknown,Long Beach California Animal Shelter
DOG,2018-02-14,TRICOLOR,WHITE,Male,2018-07-01,NORMAL,STRAY,2018-07-07,TRANSFER,137 days,143 days,6 days,137,Unknown,Long Beach California Animal Shelter
CAT,2023-06-04,CALICO,None,Female,2023-06-17,UNDER AGE/WEIGHT,STRAY,2023-10-08,ADOPTION,13 days,126 days,113 days,13,Unknown,Long Beach California Animal Shelter
DOG,2023-04-16,TAN,WHITE,Neutered,2023-08-16,NORMAL,STRAY,2023-08-23,ADOPTION,122 days,129 days,7 days,122,Unknown,Long Beach California Animal Shelter
CAT,2023-06-04,CALICO DIL,None,Female,2023-06-17,UNDER AGE/WEIGHT,STRAY,2023-08-16,RESCUE,13 days,73 days,60 days,13,Unknown,Long Beach California Animal Shelter
CAT,2023-06-04,ORANGE,WHITE,Female,2023-06-17,UNDER AGE/WEIGHT,STRAY,2023-10-08,ADOPTION,13 days,126 days,113 days,13,Unknown,Long Beach California Animal Shelter
DOG,2012-12-31,TRICOLOR,None,Spayed,2021-07-28,NORMAL,STRAY,2021-07-28,RETURN TO OWNER,3131 days,3131 days,0 days,3131,Unknown,Long Beach California Animal Shelter
DOG,2015-10-06,TAN,None,Neutered,2022-10-06,NORMAL,STRAY,2022-11-02,ADOPTION,2557 days,2584 days,27 days,2557,Unknown,Long Beach California Animal Shelter
DOG,2022-11-15,WHITE,None,Male,2022-12-29,ILL MILD,STRAY,2022-12-30,RESCUE,44 days,45 days,1 days,44,Unknown,Long Beach California Animal Shelter
CAT,2022-06-15,BRN TABBY,None,Spayed,2023-01-15,NORMAL,STRAY,2023-01-19,RESCUE,214 days,218 days,4 days,214,Unknown,Long Beach California Animal Shelter
BIRD,2022-04-10,GRAY,None,Unknown,2022-04-12,INJURED  MODERATE,WILDLIFE,2022-04-13,RESCUE,2 days,3 days,1 days,2,Unknown,Long Beach California Animal Shelter
DOG,2009-10-23,FAWN,None,Female,2021-10-23,NORMAL,STRAY,2022-01-21,RESCUE,4383 days,4473 days,90 days,4383,Unknown,Long Beach California Animal Shelter
DOG,2009-10-23,FAWN,None,Spayed,2021-10-23,NORMAL,STRAY,2022-01-21,FOSTER TO ADOPT,4383 days,4473 days,90 days,4383,Unknown,Long Beach California Animal Shelter
CAT,2023-06-08,WHITE,BLACK,Female,2023-06-29,UNDER AGE/WEIGHT,STRAY,2023-06-30,RESCUE,21 days,22 days,1 days,21,Unknown,Long Beach California Animal Shelter
DOG,2019-03-02,BLACK,None,Female,2019-05-02,NORMAL,STRAY,2019-05-02,TRANSFER,61 days,61 days,0 days,61,Unknown,Long Beach California Animal Shelter
BIRD,2022-10-11,BLACK,None,Unknown,2023-10-11,INJURED  SEVERE,WILDLIFE,2023-10-11,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
